name_other,name_cmc,ticker_symbol_cmc,ico_successful,soft_cap,hard_cap,cap_unit,cap_includes_presale,token_type,number_of_contributors,crowdsale_tokens_sold,total_number_of_tokens,token_standard,additional_token_emissions,crowdsale_token_price_min,crowdsale_token_price_max,crowdsale_actual_token_price_max,crowdsale is auction,has a presale,presale_tokens_sold,presale_token_price_min,presale_token_price_max,development road map available,whitepaper page count,product or prototype developed,product can be tried out,years since foundation,issuer has customers for product,business model available,utility token enables decentralization,smart contract code available,project code available,use of proceeds mentioned,use of proceeds disclosed in detail,token share team (ex ante),token share crowdsale investors (ex ante),token share presale investors (ex ante),token share producers/miners (ex ante),unsold tokens 'burnt' or proportional allocation,unsold tokens kept by issuer,unsold tokens locked up,lock up period unsold tokens (years),team lockup period (weighted avg.),presale lockup period (weighted avg.),vc_support_general,vc_support_blockchain_specialist,investors have governance rights,team size,experienced team,team member with business background,advisor_quality,legal_structure,registration_country,address,independent custodian for ico funds,portfolio_converted_into_fiat,funding milestones,qualified investors only,simple agreement for future tokens (saft),kyc/aml procedure,us retail investors excluded,investors from other (non-us) jurisdictions excluded,legal advisor disclosed,financial advisor disclosed,air_drop_after_ico,industry,ethereum_contract_address,ico_start_date,ico_end_date_planned,ico_end_date_actual,amount raised in presale (usdm),amount raised in crowdsale (usdm),total amount raised (usdm),total amount raised (usdm).1,btc_ret_ico_period,presale discount (%),fundraiser has maximum ('hard cap'),fundraiser has minimum ('soft cap'),soft_cap_unit,hard_cap_unit,percentage of hard cap raised (%),pct_of_crowdsale_target_raised,price_presale_avg,price_presale,price_crowdsale_avg,price_crowdsale,crowdsale max. discount (%),us_qualified_only,team business background missing,team experience missing,average_discount,team tokens locked up,presale tokens locked up,issued_on_other_platf,legal form and jurisdiction known,postal address known,registered in offshore financial center,switzerland,is_ethereum,is cryptographic token,has vc backing,has_generalist_vc,has_specialist_vc,unknown or low quality advisors,high quality advisory team,token supply is fixed,token share crowdsale investors (ex post),post_money_val_crowdsale,celebrity endorsement,is a security,is a utility token,token_is_cryptocurrency,token_is_new_blockchain,is currency or general purpose blockchain,decentralised platform,legal entity is foundation,legal entity is corporation,legal entity is llc,legal entity is corporation or llc,"length of crowdsale (calendar days, actual)","length of crowdsale (calendar days, planned)",lock_up_period_team_ep,presale_transparent,industry.1,(first) date,time to listing (calendar days),name_std,symbol_std,soft_cap_usd,hard_cap_usd,independent custodian for ico funds_usd
Simple Token,OST,OST,1,3943390.6962605775,27067433.739132382,tokens,1,Utility-token,,139070175.3,800000000.0,ERC-20,0,0.07886781392521156,0.11278097391305159,0.08675459531771405,1,1,122000000.0,0.0555533333333333,0.0694416666666667,1,36.0,0,0,1,0,0,1.0,1.0,1,1,0,0.61,0.2375,0.1525,0.0,1,0,,,1.1232,0.5,Correlation Ventures; Greycroft; Vectr Ventures; 500 Startups,CM Crypto Capital; Hashed,0,8.0,0,1,high,joint-stock corporation,Hong Kong,unknown,0,0,0,0,0,1,0,1,1,1,0,Commerce & Advertising,0x2c4e8f2d746113d0696ce89b35f0d8bf88e0aeca,2017-11-14,2017-12-01,2017-12-01,5.458518028259277,16.38861656188965,21.847135543823242,21.847135543823242,0.5032029151916504,50.74228286743164,1,1,tokens,tokens,80.71372985839844,75.8419189453125,0.044741950929164886,0.044741950929164886,0.11784422397613525,0.11784422397613525,30.069929122924805,0,0,0,25.80042839050293,1,1.0,1,1,0,0,0,1,1,1,1,1,0,1,1,0.17383772134780884,94.27537536621094,0,0,1,0,0,0,1,0,1,0,1.0,18,18.0,1.1232000589370728,1,Commerce & Advertising,2017-12-19,18.0,simpletoken,ost,3943390.6962605775,27067433.739132382,0.0
SingularDTV,SingularDTV,SNGLS,1,500000.0,7500000.0,USD,0,Security,,500000000.0,1000000000.0,ERC-20,0,0.0121104,0.0181656,0.0121104,0,1,,,,1,28.0,0,0,2,0,1,,1.0,0,1,0,0.4,0.5,0.1,0.0,0,1,0.0,0.0,,,No,No,0,4.0,1,1,neutral,limited liability partnership,Switzerland,"SingularDTV GmbH,   Gartenstrasse 6
6300 Zug",0,0,0,0,0,0,0,0,1,1,0,Events & Entertainment,0xaec2e87e0a235266d9c5adc9deb4b2e29b54d009,2016-10-02,2016-10-02,2016-10-29,,6.055200099945068,6.055200099945068,,0.15663810074329376,,1,1,USD,USD,,,,,0.012110400013625622,0.012110400013625622,33.33333206176758,0,0,0,,0,0.0,1,1,1,0,1,1,1,0,0,0,0,0,1,0.5,12.110400199890137,0,1,0,0,0,0,0,0,0,1,1.0,28,1.0,,0,Events & Entertainment,2016-10-03,-26.0,singulardtv,sngls,500000.0,7500000.0,0.0
SingularityNET,SingularityNET,AGI,1,0.0,36000000.0,USD,1,Utility-token,4000.0,150000000.0,1000000000.0,ERC-20,0,0.0823000000000033,0.0823000000000033,0.0823000000000033,0,1,350000000.0,,,1,53.0,1,1,0,0,1,1.0,1.0,1,1,0,0.3,0.15,0.35,0.2,0,1,0.0,0.0,0.75,1.0,No,No,1,5.0,1,1,high,foundation,Netherlands,"Barbara Strozzilaan 362 Eurocenter I, 1083HN, Amsterdam",1,0,0,0,0,1,1,1,0,0,0,Data Analytics,0x8eb24319393716668d768dcec29356ae9cffe285,2017-12-21,2017-12-22,2017-12-22,21.0,12.345000267028809,33.345001220703125,33.345001220703125,-0.13322317600250244,,1,0,USD,USD,92.625,82.30000305175781,,,0.08229999989271164,0.08229999989271164,0.0,1,0,0,18.967185974121094,1,1.0,1,1,1,0,0,1,1,0,0,0,0,1,1,0.15000000596046448,82.29999542236328,0,0,1,0,0,0,1,1,0,0,0.0,2,2.0,0.5645288228988647,1,Data Analytics,2018-01-19,28.0,singularitynet,agi,0.0,36000000.0,1.0
SIRIN LABS,SIRIN LABS Token,SRN,1,0.0,,tokens,1,Utility-token,,229258031.0,573145078.0,ERC-20,0,0.76583,1.53166,1.53166,0,0,,,,1,33.0,0,0,3,0,1,0.0,1.0,0,1,0,0.6,0.4,0.0,0.0,1,0,,,0.0833333333333333,,Singulariteam,No,0,41.0,1,1,high,joint-stock corporation,Switzerland,Sirin Labs AG Moserstrasse 48 8200 Schaffhausen,0,0,0,0,0,0,0,0,0,0,0,Communications,0x68d57c9a1c35f63e2c83ee8e49a64e9d70528d25,2017-12-12,2017-12-25,2017-12-25,0.0,157.8858184814453,157.8858184814453,157.8858184814453,-0.21639934182167053,,0,0,tokens,tokens,,,,,0.6886817812919617,0.6886817812919617,50.0,0,0,0,55.03690719604492,1,,1,1,1,0,1,1,1,1,1,0,0,1,1,0.4000000059604645,394.71453857421875,0,0,1,0,0,0,0,0,1,0,1.0,14,14.0,0.0833333358168602,1,Communications,2017-12-28,3.0,sirinlabs,srn,0.0,,0.0
SkinCoin,SkinCoin,SKIN,1,1091500.0,21830000.0,ETH,1,Utility-token,,88183483.0,488183483.0,ERC-20,0,0.030319444444446873,0.03638333333334061,0.03638333333334061,0,0,,,,1,18.0,0,0,0,0,1,1.0,1.0,0,1,0,0.4,0.6,0.0,0.0,1,0,,,,,No,No,0,6.0,0,0,unknown,joint-stock corporation,Hong Kong,unknown,0,0,0,0,0,0,0,0,0,0,0,Video Games & VR,0x2bdc0d42996017fce214b21607a515da41a9e0c5,2017-06-21,2017-07-21,2017-07-21,0.0,2.825493574142456,2.825493574142456,2.825493574142456,-0.007967395707964897,,1,1,ETH,ETH,12.943167686462402,12.943167686462402,,,0.032041072845458984,0.032041072845458984,16.66666603088379,0,0,0,11.934741020202637,0,,1,1,0,0,0,1,1,0,0,0,1,0,1,0.1806359440088272,15.641922950744629,0,0,1,0,0,0,1,0,1,0,1.0,31,31.0,,1,Video Games & VR,2017-07-21,0.0,skincoin,skin,1091500.0,21830000.0,0.0
Smart Investment Fund Token,Smart Investment Fund Token,SIFT,1,0.0,,tokens,1,Security,,722932.1729461574,722932.1729461574,ERC-20,0,2.5046,2.5046,2.5046,0,0,,,,1,21.0,1,0,10,1,0,,1.0,0,0,0,0.0,1.0,0.0,0.0,1,0,,,,,No,No,1,2.0,1,0,unknown,joint-stock corporation,United Kingdom,"LOGICAL TRADING SYSTEMS LIMITED, 71-75 Shelton Street, Covent Garden, London, United Kingdom, WC2H 9JQ ",0,1,0,0,0,0,1,0,0,0,0,Finance,0x8a187d5285d316bcbc9adafc08b51d70a0d8e000,2017-08-01,2017-09-15,2017-09-15,0.0,1.6904321908950806,1.6904321908950806,1.6904321908950806,0.2913101613521576,,0,0,tokens,tokens,,,,,2.5046000480651855,2.5046000480651855,0.0,1,0,0,6.6397929191589355,0,,1,1,1,0,0,1,1,0,0,0,1,0,1,1.0,1.6904321908950806,0,1,0,0,0,0,0,0,1,0,1.0,46,46.0,,1,Finance,2017-09-29,14.0,smartinvestmentfundtoken,sift,0.0,,0.0
SmartMesh,SmartMesh,SMT,1,0.0,16770600.0,ETH,1,Utility-token,,1256637061.2,3141592653.0,ERC-20,0,,,,0,0,,,,1,19.0,1,1,0,0,0,1.0,0.0,1,0,0,0.44,0.4,0.16,0.0,0,1,0.0,0.0,0.4886363636363637,,No,No,0,5.0,0,0,medium,Joint-stock corporation,Singapore,2 VENTURE DRIVE #11-30 VISION EXCHANGE SINGAPORE 608526,0,0,0,0,0,0,0,0,0,0,0,Communications,0x55f93985431fc9304077687a35a1ba103dc1e081,2017-11-01,2017-12-28,2017-12-03,0.0,16.770599365234375,16.770599365234375,16.770599365234375,0.514750063419342,,1,0,ETH,ETH,100.0,100.0,,,,,,0,0,0,,1,,1,1,1,0,0,1,1,0,0,0,0,0,1,0.4000000059604645,41.92649841308594,0,0,1,0,0,0,1,0,0,0,0.0,33,58.0,,1,Communications,2017-12-14,11.0,smartmesh,smt,0.0,16770600.0,0.0
Sociall,Sociall,SCL,1,73664.70588235332,23793700.0,tokens,1,Utility-token,,16714019.66,16714019.66,ERC-20,0,0.29465882352941325,0.50092,0.50092,0,0,,,,1,22.0,0,0,3,0,1,0.0,1.0,0,1,0,0.0,1.0,0.0,0.0,1,0,,,,,No,No,0,5.0,0,0,low,joint-stock corporation,Australia,unknown,0,0,0,0,0,0,0,0,0,0,0,Social Networks,0xd7631787b4dcc87b1254cfd1e5ce48e96823dee8,2017-07-28,2017-09-15,2017-09-15,0.0,5.709673881530762,5.709673881530762,5.709673881530762,0.2584700286388397,,1,1,tokens,tokens,23.996578216552734,23.996578216552734,,,0.3416098654270172,0.3416098654270172,41.17647171020508,0,0,0,31.803508758544922,0,,1,1,0,0,0,1,1,0,0,0,1,0,1,1.0,5.709673881530762,0,0,1,0,0,0,0,0,1,0,1.0,50,50.0,,1,Social Networks,2017-09-19,4.0,sociall,scl,73664.70588235332,23793700.0,0.0
Sola,Sola,SOLA,1,750000.0,5000000.0,USD,1,Utility-token,,27864775.0,150000000.0,ERC-20,0,0.085,0.1,0.95,0,0,,,,1,45.0,1,1,6,1,1,0.0,0.0,0,1,0,0.6666666666666667,0.3333333333333333,0.0,0.0,1,0,,,1.4345,,No,No,0,10.0,0,0,neutral,joint-stock corporation,British Virgin Islands,"13th Vision Limited, Geneva Palace, Waterfront Drive, P.O. Box 3469, Road Town, Tortola",0,0,0,0,0,1,1,1,0,0,0,Social Networks,unknown,2017-11-27,2017-12-22,2017-12-25,0.0,2.2337000370025635,2.2337000370025635,2.2337000370025635,0.35670244693756104,,1,1,USD,USD,44.67399978637695,44.67399978637695,,,0.08016213774681091,0.08016213774681091,15.0,0,0,0,19.837854385375977,1,,1,1,1,1,0,1,1,0,0,0,0,0,1,0.18576516211032867,12.024321556091309,0,0,1,0,0,0,0,0,1,0,1.0,29,26.0,1.434499979019165,1,Social Networks,,,sola,sola,750000.0,5000000.0,0.0
SONM,SONM,SNM,1,0.0,44518831.17,ETH,1,Utility-token,,331360000.0,444000000.0,ERC-20,0,0.13435198300282813,0.13435198300282813,0.13435198300282813,0,1,24240000.0,0.15652227722771803,0.15652227722771803,1,42.0,0,0,2,0,1,0.0,1.0,1,1,0,0.2,0.7454054054054055,0.0545945945945946,0.0,1,0,,,,,No,No,1,21.0,0,0,low,joint-stock corporation,Singapore,Sonm Pte. Ltd. 20 MAXWELL ROAD #09-17 MAXWELL HOUSE SINGAPORE 069113 ,0,0,0,0,0,0,1,0,0,0,0,Blockchain Infrastructure,0x983f6d60db79ea8ca4eb9968c6aff8cfa04b3c63,2017-06-13,2017-06-17,2017-06-17,3.794100046157837,42.939998626708984,46.734100341796875,46.734100341796875,-0.02275964245200157,-16.501649856567383,1,0,ETH,ETH,104.97602844238281,100.0,0.15652227401733398,0.15652227401733398,0.13435198366641998,0.13435198366641998,0.0,0,0,0,2.1799068450927734,0,0.0,1,1,1,0,0,1,1,0,0,0,1,0,1,0.746306300163269,57.53669738769531,0,0,1,0,0,0,0,0,1,0,1.0,5,5.0,,1,Blockchain Infrastructure,2017-06-16,-1.0,sonm,snm,0.0,44518831.17,0.0
SophiaTX,SophiaTX,SPHTX,1,0.0,82796550.0,ETH,1,Utility-token,,150000000.0,500000000.0,ERC-20,0,0.4109654211818248,0.6618639204675301,,1,0,,,,1,44.0,0,0,0,0,1,1.0,0.0,0,0,0,0.4,0.3,0.0,0.3,1,0,0.0,,0.6124999999999999,,No,No,0,10.0,1,1,high,joint-stock corporation,Switzerland,"Industriestrasse 33,5242 Lupfig",0,0,0,0,0,1,1,1,1,1,0,Blockchain Infrastructure,0x3833dda0aeb6947b98ce454d89366cba8cc55528,2017-12-07,2017-12-17,2017-12-17,0.0,23.470355987548828,23.470355987548828,23.470355987548828,0.06703823059797287,,1,0,ETH,ETH,28.347021102905273,28.347021102905273,,,0.15646904706954956,0.15646904706954956,37.907867431640625,0,0,0,76.35932922363281,1,,1,1,1,0,1,1,1,0,0,0,0,1,1,0.30000001192092896,78.2345199584961,0,0,1,0,0,0,1,0,1,0,1.0,11,11.0,0.612500011920929,1,Blockchain Infrastructure,2017-12-26,9.0,sophiatx,sphtx,0.0,82796550.0,0.0
spectiv,Spectiv,SIG,1,5194246.5,43194246.5,USD,0,Utility-token,,,378851756.132668,ERC-20,0,0.7246057692307982,1.1593692307692018,1.1593692307692018,0,1,5417621.932,0.25,0.25,1,41.0,1,1,0,0,1,1.0,0.0,0,1,0,0.4,0.56194493494811,0.0380550650518899,0.0,1,0,,,0.025,,No,No,1,12.0,0,1,low,joint-stock corporation,Mauritius,"spectiv promote co. Ltd, 1st floor cybertower one, ebene 72201",0,0,0,0,0,1,1,0,0,1,0,Commerce & Advertising,0x6888a16ea9792c15a4dcf2f6c623d055c8ede792,2017-12-05,2017-12-29,2017-12-29,3.194246530532837,7.535900115966797,10.730146408081055,10.730146408081055,0.20692268013954163,78.43655395507812,1,1,USD,USD,24.841609954833984,18.839750289916992,0.25,0.25,,0.9419875144958496,37.5,1,0,0,,1,0.0,1,1,1,0,0,1,1,0,0,0,1,0,1,,,0,0,1,0,0,0,1,0,1,0,1.0,25,25.0,0.02500000037252903,1,Commerce & Advertising,2018-03-25,86.0,spectiv,sig,5194246.5,43194246.5,0.0
Spectre,Spectre.ai Utility Token,SXUT,1,994864.8648649744,53006400.00000001,tokens,1,Utility-token,,140270691.0,480000000.0,ERC-20,0,0.19897297297299488,0.22086000000000003,0.22086000000000003,0,1,99729309.0,0.16606015037595748,0.22086000000000003,1,23.0,0,0,0,0,1,1.0,1.0,0,1,0,0.5,0.29223060625,0.20776939375,0.0,1,0,,,0.49,,No,No,0,10.0,0,0,unknown,joint-stock corporation,Cayman Islands," Spectre Global Limited, Artemis House, 76 Fort Street, Grand Cayman, KY1-1111, Cayman Islands",0,0,0,0,0,1,1,0,0,0,0,Trading & Exchanges,0x2c82c73d5b34aa015989462b2948cd616a37641f,2017-11-17,2017-12-10,2017-12-10,7.199999809265137,19.799999237060547,27.0,27.0,0.6955713033676147,24.812030792236328,1,1,tokens,tokens,50.9372444152832,43.225399017333984,0.07219542562961578,0.07219542562961578,0.1411556452512741,0.1411556452512741,9.909910202026367,0,1,1,49.0627555847168,1,0.0,1,1,1,1,0,1,1,0,0,0,1,0,1,0.29223060607910156,67.75470733642578,0,0,1,0,0,0,1,0,1,0,1.0,24,24.0,0.49000000953674316,1,Trading & Exchanges,2018-01-12,33.0,spectre,sxut,994864.8648649744,53006400.00000001,0.0
Sphre AIR ,Sphre AIR ,XID,1,,,tokens,1,unknown,,25920620.1838365,55000000.0,ERC-20,0,,,,1,0,,,,0,,0,0,0,0,0,,0.0,0,0,0,0.0890909090909091,0.9109090909090909,0.0,0.0,1,0,,,0.2551020408163265,,No,No,0,5.0,1,1,unknown,unknown,unknown,unknown,0,0,0,0,0,0,1,0,0,0,0,Identity & Reputation,0xb110ec7b1dcb8fab8dedbf28f53bc63ea5bedd84,2017-06-01,2017-06-30,2017-06-30,0.0,,0.0,,0.029850520193576813,,1,0,tokens,tokens,,,,,,,,0,0,0,,1,,1,0,0,0,0,1,1,0,0,0,1,0,1,0.47128400206565857,,0,0,0,0,0,0,0,0,0,0,,30,30.0,0.2551020383834839,1,Identity & Reputation,2017-07-11,11.0,sphreair,xid,,,0.0
SportyCo,SportyCo,SPF,1,1500000.0,16000000.0,USD,1,Security,500.0,33575667.7666,70673453.98,ERC-20,0,0.10841350873748613,0.119254859611248,0.119254859611248,0,1,13775546.4,0.10841350873748613,0.10841350873748613,1,22.0,1,0,3,0,1,,1.0,0,1,0,0.33,0.6011222679999999,0.068877732,0.0,1,0,,,0.5454545454545454,,No,No,0,10.0,0,1,high,joint-stock corporation,United Kingdom,"Sportify Ltd., 20-22 Wenlock Road, London, England, N1 7GU ",0,0,0,0,0,1,1,1,0,0,0,Finance,0x85089389c14bd9c77fc2b8f0c3d1dc3363bf06ef,2017-11-21,2017-12-10,2017-12-10,1.493455410003662,3.5951590538024902,5.088614463806152,5.088614463806152,0.6496488451957703,9.090909004211426,1,1,USD,USD,31.80384063720703,24.78301429748535,0.10841351002454758,0.10841351002454758,0.10707632452249527,0.10707632452249527,9.090909004211426,0,0,1,9.885985374450684,1,0.0,1,1,1,0,0,1,1,0,0,0,0,1,1,0.47508174180984497,7.567453861236572,1,1,0,0,0,0,0,0,1,0,1.0,20,20.0,0.5454545617103577,1,Finance,2017-12-13,3.0,sportyco,spf,1500000.0,16000000.0,0.0
SRG,SRG,SRG,1,3000000.0,15000000.0,USD,1,Security,,,,ERC-20,0,1.6,2.0,2.0,0,0,,,,1,42.0,0,0,0,0,1,,0.0,1,1,0,0.35,0.65,0.0,0.0,1,0,,,1.714285714285714,,No,No,0,8.0,0,1,neutral,unknown,British Virgin Islands,"Wickhams Cay II, road town, tortola, BVI",0,0,0,0,0,1,1,1,0,0,0,Commerce & Advertising,0x607cbd284681db257a360d384a937ce149363760,2017-10-04,2018-01-15,2018-01-15,0.0,3.163809061050415,3.163809061050415,3.163809061050415,1.1840516328811646,,1,1,USD,USD,21.092060089111328,21.092060089111328,,,,1.7999999523162842,20.0,0,0,0,,1,,1,0,1,1,0,1,1,0,0,0,0,0,1,,,0,1,0,0,0,0,0,0,0,0,,104,104.0,1.7142857313156128,1,Commerce & Advertising,,,srg,srg,3000000.0,15000000.0,0.0
Starbase,Starbase,STAR,1,1000000.0,10000000.0,USD,1,Security,,,1000000000.0,ERC-20,1,,,,1,1,,,,1,58.0,0,0,1,0,1,,1.0,0,1,0,0.825,,,0.0,0,1,0.0,0.0,0.9810606060606061,,No,No,1,4.0,0,0,neutral,limited liability partnership,Switzerland,"Dammstrasse 16, 6300 Zug",0,0,0,0,0,1,1,1,0,0,0,Finance,0xf70a642bd387f94380ffb90451c2c81d4eb82cbc,2017-11-14,2017-11-24,2017-11-24,8.0,0.9876502752304077,8.987649917602539,8.987649917602539,0.21818867325782776,,1,1,USD,USD,89.87650299072266,49.382511138916016,,,,,,0,0,0,,1,0.0,1,1,1,0,1,1,1,0,0,0,0,0,0,,,0,1,0,0,0,0,0,0,0,1,1.0,11,11.0,,0,Finance,2017-12-20,26.0,starbase,star,1000000.0,10000000.0,0.0
Starta,Starta,STA,1,1500000.0,5000000.0,USD,1,Security,,5000000.0,5000000.0,Waves,0,1.0,1.0,1.0,0,0,,,,0,23.0,1,0,1,0,1,,0.0,0,1,1,0.0,1.0,0.0,0.0,1,0,,,,,Starta Accelerator; Bank Saint Petersburg Venture Arm,No,0,4.0,1,1,unknown,joint-stock corporation,Singapore,Cross Coin Pte. Ltd. 491B RIVER VALLEY ROAD #15-01 VALLEY POINT SINGAPORE 248373,0,1,0,0,0,0,0,0,0,0,0,Finance,not applicable,2017-07-04,2017-08-04,2017-07-05,0.0,4.088376045227051,4.088376045227051,4.088376045227051,0.00013452148414216936,,1,1,USD,USD,81.76751708984375,81.76751708984375,,,1.0,1.0,0.0,0,0,0,18.23247718811035,0,,1,1,1,0,0,0,1,1,1,0,1,0,1,1.0,4.088376045227051,0,1,0,0,0,0,0,0,1,0,1.0,2,32.0,,1,Finance,2017-07-18,13.0,starta,sta,1500000.0,5000000.0,0.0
Status,Status,SNT,1,0.0,,tokens,1,Utility-token,,2999022400.0,7314688780.487805,ERC-20,0,0.033687,0.033687,0.033687,0,0,,,,1,35.0,1,1,2,0,1,1.0,0.0,1,1,0,0.3,0.41,0.0,0.29,1,0,,,1.25,,No,Kenetic Capital,0,12.0,0,0,neutral,limited liability partnership,Switzerland,"Status Research & Development GmbH, Baarerstrasse 10, 6302 Zug",0,0,0,0,0,1,1,0,0,0,0,Blockchain Infrastructure,0x744d70fdbe2ba4cf95131626614a1763df805b9e,2017-06-20,2017-07-04,2017-06-21,0.0,101.02806091308594,101.02806091308594,101.02806091308594,-0.012083186767995358,,1,0,tokens,tokens,,,,,0.03368699923157692,0.03368699923157692,0.0,0,1,1,2.281067054354935e-06,1,,1,1,1,0,1,1,1,1,0,1,0,0,1,0.4099999964237213,246.409912109375,0,0,1,0,0,0,1,0,0,1,1.0,2,15.0,1.25,1,Blockchain Infrastructure,2017-06-28,7.0,status,snt,0.0,,0.0
Storiqa,Storiqa,STQ,1,10231943.0,30231943.0,USD,0,Cryptocurrency,,4553049751.15,8025845771.0,ERC-20,0,0.008326478873243266,0.0118236,0.0118236,0,1,663750000.0,0.00788240000000394,0.00788240000000394,1,40.0,1,1,1,0,0,,1.0,0,0,0,0.25,0.5672984357114927,0.1827015642885072,0.0,0,1,0.0,0.0,0.4500000000000001,,No,No,0,25.0,0,0,medium,joint-stock corporation,Hong Kong,"Unit 617, 6/F 131-132 Connaught Road West Hong Kong",0,0,0,0,0,1,0,0,0,0,0,Commerce & Advertising,0x5c3a228510d246b78a3765c20221cbf3082b44a4,2017-11-27,2018-02-13,2018-01-29,5.231943130493164,25.0,30.231943130493164,30.231943130493164,0.14023101329803467,33.33333206176758,1,1,USD,USD,100.0,100.0,0.007882400415837765,0.007882400415837765,0.005490825045853853,0.005490825045853853,29.577465057373047,0,0,0,50.986900329589844,1,0.0,1,1,1,0,0,1,1,0,0,0,0,0,1,0.567298412322998,44.06851577758789,0,0,0,1,0,1,1,0,1,0,1.0,64,79.0,0.44999998807907104,1,Commerce & Advertising,2018-03-14,44.0,storiqa,stq,10231943.0,30231943.0,0.0
Storj,Storj,STORJ,1,10000000.0,30000000.0,USD,0,Utility-token,,28740000.0,425000000.0,ERC-20,0,0.5,0.5,0.5,0,1,43340000.0,0.4,0.5,0,37.0,1,1,3,1,1,1.0,1.0,1,1,0,0.7056941176470588,0.0676235294117647,0.2196470588235294,0.0070352941176471,0,1,1.0,0.4,0.5,0.25,Qualcomm Ventures; Techstars; Google Ventures,No,0,12.0,1,1,high,joint-stock corporation,United States,"3423 Piedmont Road NE, Suite 475, Atlanta, Georgia, 30305, United States",0,0,0,0,0,0,0,0,0,0,0,Data Storage,0xb64ef51c888972c908cfacf59b47c1afbc0ab8ac,2017-05-17,2017-06-19,2017-06-07,,30.0,30.0,,0.39582163095474243,20.0,1,1,USD,USD,,,,0.44999998807907104,0.5,0.5,0.0,0,0,0,16.759157180786133,1,1.0,1,1,1,0,0,1,1,1,1,0,0,1,1,0.06762352585792542,443.6325988769531,0,0,1,0,0,0,1,0,1,0,1.0,22,34.0,0.4952448904514313,0,Data Storage,2017-07-02,25.0,storj,storj,10000000.0,30000000.0,0.0
Storm,Storm,STORM,1,0.0,52129200.0,ETH,1,Utility-token,,,10000000000.0,ERC-20,0,0.0161209551,0.0161209551,0.0161209551,0,1,2299117188.0,,0.01611910946198152,1,20.0,1,1,3,1,1,1.0,1.0,0,0,0,0.35,0.4200882812,0.2299117188,0.0,0,1,0.0,0.0,1.785714285714286,0.0868377884529129,No,No,0,13.0,1,0,high,joint-stock corporation,United States,"Seattle, 11036 8th Ave NE ",0,0,0,1,1,1,1,1,0,0,0,Video Games & VR,0xd0a4b8946cb52f0661273bfbc6fd0e0c75fc6433,2017-11-07,2017-12-07,2017-12-07,24.18708038330078,32.0,56.18708038330078,56.18708038330078,0.9184579253196716,,1,0,ETH,ETH,107.78427124023438,100.0,0.010520159266889095,0.010520159266889095,0.01612095534801483,0.01612095534801483,0.0,0,0,0,,1,1.0,1,1,1,0,0,1,1,0,0,0,0,1,1,,,0,0,1,0,0,0,1,0,1,0,1.0,31,31.0,,1,Video Games & VR,2017-12-20,13.0,storm,storm,0.0,52129200.0,0.0
Stox,Stox,STX,1,20000000.0,45000000.0,USD,0,Utility-token,,9756105.304934517,19512210.60986903,ERC-20,0,1.1267,1.1267,1.1267,0,1,19843894.69506548,0.7511333333333259,0.7511333333333259,1,57.0,0,0,0,0,0,1.0,0.0,0,1,0,0.375,,,0.0,1,0,0.0,,0.325,,No,No,0,19.0,1,1,high,joint-stock corporation,Gibraltar,unknown,0,0,0,0,0,0,1,1,0,0,1,Gambling & Betting,0x006bea43baa3f7a6f765f14f10a1a1b08334ef45,2017-08-02,2017-08-16,2017-08-03,15.0,15.0,30.0,30.0,0.03411144018173218,33.33333206176758,1,1,USD,USD,66.66666412353516,50.0,0.7511333227157593,0.7511333227157593,1.1267000436782837,1.1267000436782837,0.0,0,0,0,10.045836448669434,1,0.0,1,1,0,1,0,1,1,0,0,0,0,1,1,0.5,30.0,1,0,1,0,0,0,1,0,1,0,1.0,2,15.0,0.32499998807907104,1,Gambling & Betting,2017-08-05,2.0,stox,stx,20000000.0,45000000.0,0.0
Substratum,Substratum,SUB,1,213910.0,32086500.0,ETH,1,Utility-token,,,472000000.0,ERC-20,0,0.031001449275365727,0.0713033333333262,0.0713033333333262,0,0,,,,1,18.0,0,0,0,0,0,1.0,0.0,0,1,0,0.21875,0.78125,0.0,0.0,0,1,0.0,0.0,,,No,No,0,7.0,1,0,low,joint-stock corporation,United States,4798 S Florida Ave #177 Lakeland FL 33813,0,0,0,0,0,0,0,0,0,0,0,Blockchain Infrastructure,0x12480e24eb5bec1a9d4369cab6a80cad3c0a377a,2017-08-07,2017-09-14,2017-09-14,0.0,13.800000190734863,13.800000190734863,13.800000190734863,-0.06858940422534943,,1,1,ETH,ETH,43.00874328613281,43.00874328613281,,,,0.051152389496564865,56.5217399597168,0,0,0,,0,,1,1,1,0,0,1,1,0,0,0,1,0,1,,,0,0,1,0,0,0,1,0,1,0,1.0,39,39.0,,1,Blockchain Infrastructure,2017-09-25,11.0,substratum,sub,213910.0,32086500.0,0.0
