name_other,name_cmc,ticker_symbol_cmc,ico_successful,soft_cap,hard_cap,cap_unit,cap_includes_presale,token_type,number_of_contributors,crowdsale_tokens_sold,total_number_of_tokens,token_standard,additional_token_emissions,crowdsale_token_price_min,crowdsale_token_price_max,crowdsale_actual_token_price_max,crowdsale is auction,has a presale,presale_tokens_sold,presale_token_price_min,presale_token_price_max,development road map available,whitepaper page count,product or prototype developed,product can be tried out,years since foundation,issuer has customers for product,business model available,utility token enables decentralization,smart contract code available,project code available,use of proceeds mentioned,use of proceeds disclosed in detail,token share team (ex ante),token share crowdsale investors (ex ante),token share presale investors (ex ante),token share producers/miners (ex ante),unsold tokens 'burnt' or proportional allocation,unsold tokens kept by issuer,unsold tokens locked up,lock up period unsold tokens (years),team lockup period (weighted avg.),presale lockup period (weighted avg.),vc_support_general,vc_support_blockchain_specialist,investors have governance rights,team size,experienced team,team member with business background,advisor_quality,legal_structure,registration_country,address,independent custodian for ico funds,portfolio_converted_into_fiat,funding milestones,qualified investors only,simple agreement for future tokens (saft),kyc/aml procedure,us retail investors excluded,investors from other (non-us) jurisdictions excluded,legal advisor disclosed,financial advisor disclosed,air_drop_after_ico,industry,ethereum_contract_address,ico_start_date,ico_end_date_planned,ico_end_date_actual,amount raised in presale (usdm),amount raised in crowdsale (usdm),total amount raised (usdm),total amount raised (usdm).1,btc_ret_ico_period,presale discount (%),fundraiser has maximum ('hard cap'),fundraiser has minimum ('soft cap'),soft_cap_unit,hard_cap_unit,percentage of hard cap raised (%),pct_of_crowdsale_target_raised,price_presale_avg,price_presale,price_crowdsale_avg,price_crowdsale,crowdsale max. discount (%),us_qualified_only,team business background missing,team experience missing,average_discount,team tokens locked up,presale tokens locked up,issued_on_other_platf,legal form and jurisdiction known,postal address known,registered in offshore financial center,switzerland,is_ethereum,is cryptographic token,has vc backing,has_generalist_vc,has_specialist_vc,unknown or low quality advisors,high quality advisory team,token supply is fixed,token share crowdsale investors (ex post),post_money_val_crowdsale,celebrity endorsement,is a security,is a utility token,token_is_cryptocurrency,token_is_new_blockchain,is currency or general purpose blockchain,decentralised platform,legal entity is foundation,legal entity is corporation,legal entity is llc,legal entity is corporation or llc,"length of crowdsale (calendar days, actual)","length of crowdsale (calendar days, planned)",lock_up_period_team_ep,presale_transparent,industry.1,(first) date,time to listing (calendar days),name_std,symbol_std,soft_cap_usd,hard_cap_usd,independent custodian for ico funds_usd
SunContract,SunContract,SNC,1,1033550.0,20671000.0,ETH,1,Utility-token,,98166002.4,122707503.0,ERC-20,0,0.017819827586201906,0.020671000000000002,0.020671000000000002,0,0,,,,0,24.0,0,0,1,0,1,1.0,1.0,0,1,0,0.2,0.8,0.0,0.0,1,0,,,0.5,,No,No,0,13.0,0,0,unknown,unknown,Slovenia,unknown,0,0,0,0,0,1,1,0,0,0,0,Energy & Utilities,0xf4134146af2d511dd5ea8cdb1c4ac88c57d60404,2017-06-28,2017-07-25,2017-07-25,0.0,1.8049917221069336,1.8049917221069336,1.8049917221069336,0.0006561488844454288,,1,1,ETH,ETH,8.732000350952148,8.732000350952148,,,0.018387136980891228,0.018387136980891228,13.793103218078613,0,1,1,11.048633575439453,1,,1,0,0,0,0,1,1,0,0,0,1,0,1,0.800000011920929,2.256239652633667,0,0,1,0,0,0,1,0,0,0,,28,28.0,0.5,1,Energy & Utilities,2017-07-06,-19.0,suncontract,snc,1033550.0,20671000.0,0.0
Suretly,Suretly,SUR,1,2246071.8125,10746071.8125,USD,0,Security,,,237614.0,ERC-20,0,18.168235294117647,30.886000000000003,30.886000000000003,0,1,101482.0,,,0,19.0,1,0,0,1,1,,1.0,0,1,1,0.0,,,0.0,1,0,,,,,Starta Accelerator,No,0,10.0,0,1,unknown,joint-stock corporation,Singapore,"SURcoin, Pte. Ltd., 11 Collyer Quay, #14-02, The Arcade, Singapore 049317",0,0,0,0,0,0,1,1,0,0,0,Finance,0xe120c1ecbfdfea7f0a8f0ee30063491e8c26fedf,2017-07-09,2017-08-11,2017-08-11,0.7460718154907227,2.7427234649658203,3.488795280456543,3.488795280456543,0.37125736474990845,,1,1,USD,USD,32.46577453613281,27.427234649658203,,,,24.527116775512695,41.17647171020508,0,0,0,,0,0.0,1,1,1,0,0,1,1,1,1,0,1,0,1,,,0,1,0,0,0,0,0,0,1,0,1.0,34,34.0,,1,Finance,2017-08-30,19.0,suretly,sur,2246071.8125,10746071.8125,0.0
SwissBorg,SwissBorg,CHSB,1,5112474.437627812,51124744.37627812,CHF,1,Security,,,1000000000.0,ERC-20,0,0.081799591002045,0.10224948875255624,0.10224948875255624,0,1,,,,1,33.0,1,0,3,0,1,,1.0,1,1,0,0.375,0.305,0.32,0.0,0,1,0.0,0.0,1.2,,No,No,1,15.0,1,1,high,joint-stock corporation,Switzerland,"SwissBorg SA, Avenue  d’Ouchy  4, 1006  Lausanne",0,0,0,0,0,1,1,1,0,0,0,Finance,0xba9d4199fab4f26efe3551d490e3821486f135ba,2017-12-07,2018-01-09,2018-01-10,,,,,-0.17851534485816956,,1,1,CHF,CHF,,,,,,0.0920245423913002,20.0,0,0,0,,1,0.0,1,1,1,0,1,1,1,0,0,0,0,1,1,,,0,1,0,0,0,0,0,0,1,0,1.0,35,34.0,,0,Finance,2018-02-03,24.0,swissborg,chsb,5112474.437627812,51124744.37627812,0.0
Synereo,Synereo,AMP,1,720763.125,,tokens,0,Utility-token,,29020109.1,846579930.0,No,0,0.21052680000000001,0.255184,0.255184,0,1,11316127.0,0.0079681204,0.21052680000000001,1,65.0,1,1,2,0,0,1.0,,1,1,0,0.9154481136825439,0.0711850126189502,0.0133668736985059,0.0,0,1,0.0,0.0,,,NFX,No,0,,0,0,unknown,joint-stock corporation,Israel,unknown,0,0,0,0,0,0,0,0,0,0,0,Social Networks,not applicable,2016-09-19,2016-10-18,2016-10-18,0.7207631468772888,4.7012410163879395,5.422004222869873,5.422004222869873,0.04607972130179405,96.87750244140625,1,0,tokens,tokens,,,0.06369344890117645,0.06369344890117645,0.1619994193315506,0.1619994193315506,17.5,0,1,1,47.32421112060547,0,0.0,0,1,0,0,0,0,0,1,1,0,1,0,1,0.0342792309820652,137.1454620361328,0,0,1,0,0,0,1,0,1,0,1.0,30,30.0,,1,Social Networks,2015-12-04,-319.0,synereo,amp,720763.125,,0.0
TaaS,TaaS,TAAS,1,0.0,101000000.0,USD,1,Security,,7317230.3,7317230.3,ERC-20,0,0.8,1.0,0.9523809523809523,0,0,,,,1,17.0,0,0,0,0,1,,0.0,0,1,0,0.0,1.0,0.0,0.0,1,0,,,,,No,No,0,7.0,1,1,neutral,joint-stock corporation,Singapore,"TAASFUND PTE. LTD. , 8 BURN ROAD #15-13 TRIVEX SINGAPORE 369977",0,0,0,0,0,0,0,0,0,0,0,Trading & Exchanges,0xe7775a6e9bcf904eb39da2b68c5efb4f9360e08c,2017-03-27,2017-04-27,2017-04-27,0.0,7.197032928466797,7.197032928466797,7.197032928466797,0.2311571091413498,,1,0,USD,USD,7.125775337219238,7.125775337219238,,,0.9835733771324158,0.9835733771324158,20.0,0,0,0,1.6426622867584229,0,,1,1,1,0,0,1,1,0,0,0,0,0,1,1.0,7.197032928466797,0,1,0,0,0,0,0,0,1,0,1.0,32,32.0,,1,Trading & Exchanges,2017-03-30,-28.0,taas,taas,0.0,101000000.0,0.0
Target Coin,Target Coin,TGT,1,,80265388.80000001,tokens,0,Security,,,2000100000.0,ERC-20,0,,0.05094432000000001,,0,1,400000000.0,0.040755456,0.040755456,0,9.0,0,0,0,0,1,,0.0,0,1,0,0.13,0.67,0.2,0.0,1,0,,,,,No,No,0,,0,0,unknown,unknown,Singapore,unknown,0,0,0,0,0,0,1,0,0,0,0,Finance,0xac3da587eac229c9896d919abc235ca4fd7f72c1,2017-07-15,2017-08-31,2017-08-31,12.0,12.899999618530273,24.899999618530273,24.899999618530273,0.855706512928009,20.0,1,0,tokens,tokens,31.0220890045166,18.89683723449707,0.04075545445084572,0.04075545445084572,,,,0,1,1,,0,0.0,1,0,0,0,0,1,1,0,0,0,1,0,1,,,0,1,0,0,0,0,0,0,0,0,,48,48.0,,1,Finance,2017-09-29,29.0,targetcoin,tgt,,80265388.80000001,0.0
TE-FOOD (TFD),TE-FOOD,TFD,1,0.0,19100000.0,USD,1,Utility-token,,324300000.0,1000000000.0,ERC-20,0,0.0434782608695652,0.05,0.0434782608695652,0,1,140000000.0,0.0357142857142857,0.0357142857142857,1,50.0,1,1,3,1,1,0.0,0.0,0,1,1,0.49,0.37,0.14,0.0,0,1,,0.0,1.459183673469388,,No,No,0,14.0,1,1,neutral,limited liability partnership,Germany,"TE-FOOD International GmbH, An der Technologiewerkstatt 1, 72461 Albstadt, Germany",0,0,0,0,0,1,1,1,0,0,0,Provenance & Notary,0xe5f166c0d8872b68790061317bb6cca04582c912,2018-02-22,2018-03-22,2018-02-22,5.0,14.100000381469727,19.100000381469727,19.100000381469727,0.0,28.571428298950195,1,0,USD,USD,100.0,100.0,0.0357142873108387,0.0357142873108387,0.043478261679410934,0.043478261679410934,13.043478012084961,0,0,0,17.72560691833496,1,0.0,1,1,1,0,0,1,1,0,0,0,0,0,1,0.32429999113082886,43.47826385498047,0,0,1,0,0,0,0,0,0,1,1.0,1,29.0,1.3097940683364868,1,Provenance & Notary,2018-03-10,16.0,tefoodtfd,tfd,0.0,19100000.0,0.0
Telcoin,Telcoin,TEL,1,10000000.0,25000000.0,USD,1,Utility-token,,,100000000000.0,ERC-20,0,0.0007692307692308,0.001,0.001,1,1,,0.0007,,1,50.0,0,0,0,0,1,1.0,1.0,0,0,0,0.75,,,0.0,1,0,,,,,No,No,0,11.0,1,1,high,joint-stock corporation,Singapore,30 CECIL STREET #19-08 PRUDENTIAL TOWER SINGAPORE 049712,0,0,0,0,0,1,0,0,0,0,0,Payments,0x85e076361cc813a908ff672f9bad1541474402b2,2017-12-10,2018-02-10,2017-12-30,,25.0,25.0,,-0.17669279873371124,30.0,1,1,USD,USD,,,,,,0.0008846154087223113,23.076923370361328,0,0,0,,0,0.0,1,1,1,0,0,1,1,0,0,0,0,1,1,,,0,0,1,0,0,0,1,0,1,0,1.0,21,63.0,,0,Payments,2018-01-15,16.0,telcoin,tel,10000000.0,25000000.0,0.0
TenX,TenX,PAY,1,0.0,64740000.0,ETH,1,Security,,105000000.0,347870182.555781,ERC-20,0,0.7707142857142918,0.9248571428571567,0.7707142857142918,0,1,42000000.00000002,0.7707142857142918,0.7707142857142918,1,51.0,1,0,2,1,1,,0.0,0,1,0,0.39,0.3018367346938776,0.3081632653061225,0.0,1,0,,,2.5,,No,Fenbushi Capital; Kenetic Capital,0,9.0,0,0,unknown,joint-stock corporation,Singapore,"TENX PTE. LTD., 8 Eu Tong Sen Street #24-89,90 The Central, Singapore 059818 ",0,0,0,0,0,0,1,0,0,0,0,Payments,0xb97048628db6b661d4c2aa833e95dbe1a905b280,2017-06-24,2017-07-24,2017-06-24,32.369998931884766,72.37999725341797,104.75,104.75,0.0,16.66666603088379,1,0,ETH,ETH,161.80105590820312,100.0,0.770714282989502,0.770714282989502,0.770714282989502,0.770714282989502,16.66666603088379,0,1,1,22.951881408691406,1,0.0,1,1,1,0,0,1,1,1,0,1,1,0,1,0.3018367290496826,239.7985076904297,0,1,0,0,0,0,0,0,1,0,1.0,1,31.0,2.5,1,Payments,2017-06-27,3.0,tenx,pay,0.0,64740000.0,0.0
Tezos,Tezos,XTZ,1,0.0,,tokens,1,New Blockchain,,607489040.89,763306929.6800001,No,1,0.3722233333334078,0.44666800000000006,0.44666800000000006,0,1,2399637.314515479,0.3722233333334078,0.3722233333334078,0,17.0,1,1,3,0,0,,,1,1,0,0.2,0.7958647003829464,0.0041352996118132,0.0,1,0,,,2.5,,No,Draper Associates; Winklevoss Capital,1,10.0,1,0,high,foundation,Switzerland,"Tezos Stiftung, Alpenstrasse 9, 6300 Zug",1,1,0,0,0,0,0,0,1,0,0,Blockchain Infrastructure,not applicable,2017-07-01,2017-07-15,2017-07-14,0.8932009935379028,218.8387451171875,219.73194885253906,219.73194885253906,-0.08626370877027512,16.66666603088379,0,0,tokens,tokens,,,0.3722233474254608,0.3722233474254608,0.3602348864078522,0.3602348864078522,16.66666603088379,0,0,0,19.340076446533203,1,0.0,0,1,1,0,1,0,0,1,0,1,0,1,0,0.7958647012710571,274.96978759765625,0,0,0,0,1,1,1,1,0,0,0.0,14,15.0,2.5,1,Blockchain Infrastructure,2017-10-02,80.0,tezos,xtz,0.0,,1.0
Tierion,Tierion,TNT,1,0.0,25354187.6,tokens,1,Utility-token,,350000000.0,1000000000.0,ERC-20,0,0.072440536,0.072440536,0.072440536,0,0,,,,1,34.0,1,0,2,1,0,0.0,1.0,1,0,0,0.65,0.35,0.0,0.0,0,1,1.0,1.375,1.375,,No,Blockchain Capital; Digital Currency Group,0,3.0,1,0,high,joint-stock corporation,United States,"555 Asylum Ave - #307, Hartford, CT 06105",0,0,0,0,0,1,0,0,1,1,0,Privacy & Security,0x08f5a9235b08173b7569f83645d2c7fb55e8ccd8,2017-07-27,2017-08-18,2017-07-28,0.0,25.354188919067383,25.354188919067383,25.354188919067383,0.05008719116449356,,1,0,tokens,tokens,100.0,100.0,,,0.07244053483009338,0.07244053483009338,0.0,0,0,0,-8.670109309605323e-06,1,,1,1,1,0,0,1,1,1,0,1,0,1,1,0.3499999940395355,72.44054412841797,0,0,1,0,0,0,0,0,1,0,1.0,2,23.0,1.375,1,Privacy & Security,2017-08-27,30.0,tierion,tnt,0.0,25354187.6,0.0
TIES Network,Ties.DB,TIE,1,0.0,33600000.0,tokens,1,Cryptocurrency,,41475894.59999999,59251278.0,ERC-20,0,0.2,0.24,0.24,0,0,,,,1,59.0,1,1,2,0,1,,1.0,1,1,0,0.3,0.7,0.0,0.0,1,0,0.0,,,,No,No,0,8.0,1,0,unknown,limited liability partnership,Netherlands,"Marconistraat 16 14e verdieping, 3029AK, Rotterdam",0,1,0,0,0,0,0,0,0,0,0,Social Networks,0x999967e2ec8a74b7c8e9db19e039d920b31d39d0,2017-09-21,2017-10-18,2017-10-18,0.0,9.241964340209961,9.241964340209961,9.241964340209961,0.43158361315727234,,1,0,tokens,tokens,27.50584602355957,27.50584602355957,,,0.22282736003398895,0.22282736003398895,16.66666603088379,0,0,0,7.155266761779785,0,,1,1,1,0,0,1,1,0,0,0,1,0,1,0.699999988079071,13.20280647277832,0,0,0,1,0,1,1,0,0,1,1.0,28,28.0,,1,Social Networks,2017-11-09,22.0,tiesnetwork,tie,0.0,33600000.0,0.0
Time New Bank,Time New Bank,TNB,1,9498200.0,31771479.0,ETH,0,Utility-token,,,6000000000.0,ERC-20,0,0.021370950000000003,0.023745500000000003,0.023745500000000003,0,1,,,,1,25.0,0,0,1,0,1,1.0,0.0,0,1,0,0.63,0.27,0.1,0.0,0,1,1.0,1.0,0.3571428571428572,,Everest;  Link VC,No,0,4.0,1,1,high,joint-stock corporation,Cayman Islands,unknown,0,0,0,0,0,1,1,1,0,0,0,Finance,0xf7920b0768ecb20a123fac32311d07d193381d6f,2017-11-08,2017-11-24,2017-11-24,,14.399999618530273,14.399999618530273,,0.10114651173353195,,1,1,ETH,ETH,,,,,,0.022558225318789482,10.0,0,0,0,,1,0.0,1,1,0,1,0,1,1,1,1,0,0,1,1,,,0,0,1,0,0,0,1,0,1,0,1.0,17,17.0,,0,Finance,2017-11-27,3.0,timenewbank,tnb,9498200.0,31771479.0,0.0
Tokenbox,Tokenbox,TBX,1,0.0,20000000.0,USD,1,Security,,,16051589.7826931,ERC-20,0,0.8333333333333334,1.0,1.0,0,1,,,,1,35.0,0,0,1,0,1,,1.0,0,1,0,0.25,,,0.0,1,0,,,0.8,,No,No,0,8.0,0,1,high,limited liability partnership,Cayman Islands,unknown,0,0,0,0,0,0,1,1,0,0,0,Finance,0x3a92bd396aef82af98ebc0aa9030d25a23b11c6b,2017-11-14,2017-11-28,2017-11-28,,,,,0.4159761667251587,,1,0,USD,USD,,,,,,0.9166666865348816,16.66666603088379,0,0,0,,1,0.0,1,1,0,1,0,1,1,0,0,0,0,1,1,,,0,1,0,0,0,0,0,0,0,1,1.0,15,15.0,0.800000011920929,0,Finance,2018-01-24,57.0,tokenbox,tbx,0.0,20000000.0,0.0
TokenCard,TokenCard,TKN,1,0.0,12500000.0,USD,1,Security,,23644056.0,39406760.0,ERC-20,0,0.5150666666666692,0.7726000000000001,0.7726000000000001,0,0,,,,0,29.0,0,0,0,0,0,,1.0,0,1,0,0.4,0.6,0.0,0.0,1,0,,,0.75,,No,No,0,8.0,0,0,unknown,joint-stock corporation,United Kingdom,"One St Peter's Square, Manchester, United Kingdom, M2 3DE",0,0,0,0,0,1,0,0,0,0,0,Payments,0xaaaf91d9b90df800df4f55c205fd6989c977e73a,2017-05-02,2017-05-09,2017-05-02,0.0,12.699999809265137,12.699999809265137,12.699999809265137,0.0,,1,0,USD,USD,101.5999984741211,100.0,,,0.5371328592300415,0.5371328592300415,33.33333206176758,0,0,0,30.477237701416016,1,,1,1,1,0,0,1,1,0,0,0,1,0,1,0.6000000238418579,21.16666603088379,0,1,0,0,0,0,0,0,1,0,1.0,1,8.0,0.75,1,Payments,2017-05-07,5.0,tokencard,tkn,0.0,12500000.0,0.0
TokenPay,TokenPay,TPAY,1,0.0,76474049.99999234,tokens,1,Cryptocurrency,,14250000.0,25000000.0,No,0,3.1568235294109757,5.366599999999463,4.1281538461545475,0,0,,,,1,71.0,0,0,7,0,1,,,0,1,0,0.18,0.57,0.0,0.25,0,1,0.0,0.0,0.8333333333333334,,No,Huntingdon Investment Corp,0,7.0,0,0,neutral,unknown,British Virgin Islands,"Wickhams Cay 2, Road Town, Tortola",0,0,0,0,0,1,1,0,1,0,0,Payments,not applicable,2017-12-07,2018-01-17,2017-12-26,0.0,34.19247817993164,34.19247817993164,34.19247817993164,-0.10597710311412811,,1,0,tokens,tokens,44.711219787597656,44.711219787597656,,,2.399472236633301,2.399472236633301,41.17647171020508,0,0,0,55.288780212402344,1,,0,0,1,1,0,0,0,1,0,1,0,0,1,0.5699999928474426,59.9868049621582,0,0,0,1,0,1,1,0,0,0,,20,42.0,0.8333333134651184,1,Payments,2018-04-05,100.0,tokenpay,tpay,0.0,76474049.99999234,0.0
Tomocoin (TOMO),TomoChain,TOMO,1,0.0,13628125.000000002,tokens,1,New Blockchain,,4000000.0,100000000.0,ERC-20,0,0.27256250000000004,0.27256250000000004,0.27256250000000004,0,1,46000000.0,,0.2,1,37.0,1,1,0,0,0,,1.0,1,1,0,0.5,0.04,0.46,0.0,0,1,1.0,1.0,3.75,,No,Signum Capital; Connect Capital; Coefficient Ventures,1,6.0,0,0,neutral,joint-stock corporation,Singapore,TomoChain Pte. Ltd. 10 Anson Road #22-15 International Plaza Singapore 079903,0,0,0,0,0,1,1,1,0,0,0,Blockchain Infrastructure,0x8b353021189375591723e7384262f45709a3c3dc,2018-03-01,2018-03-04,2018-03-01,7.277599811553955,1.090250015258789,8.367850303649902,8.367850303649902,0.0,,1,0,tokens,tokens,61.401329040527344,17.167871475219727,0.1582086980342865,0.1582086980342865,0.27256250381469727,0.27256250381469727,0.0,0,0,0,38.59866714477539,1,0.0,1,1,1,0,0,1,1,1,0,1,0,0,1,0.03999999910593033,27.256250381469727,0,0,0,0,1,1,1,0,1,0,1.0,1,4.0,3.5614755153656006,1,Blockchain Infrastructure,2018-03-08,7.0,tomocointomo,tomo,0.0,13628125.000000002,0.0
Trade Token,Trade Token,TIO,1,5000000.0,135000000.0,USD,1,Utility-token,,65782147.0,223534822.661022,ERC-20,0,1.2812999999999872,1.9219500000000385,1.9219500000000385,0,1,40266911.29284678,1.15317,1.15317,1,35.0,0,0,0,0,0,1.0,1.0,0,1,0,0.45,0.15,0.4,0.0,1,0,,,,,No,No,0,12.0,1,1,high,joint-stock corporation,Switzerland,"Piazza Santa Lucia 7, 6900 Massagno",0,0,0,0,0,1,1,0,0,0,0,Trading & Exchanges,0x80bc5512561c7f85a3a9508c7df7901b370fa1df,2017-12-06,2018-01-07,2018-01-07,11.293951034545898,31.169748306274414,42.46369934082031,42.46369934082031,0.14233693480491638,40.0,1,1,USD,USD,31.454591751098633,25.196624755859375,1.1531699895858765,1.1531699895858765,0.4738329350948334,0.4738329350948334,33.33333206176758,0,0,0,79.16617584228516,0,0.0,1,1,1,0,1,1,1,0,0,0,0,1,1,0.2942814230918884,105.91816711425781,0,0,1,0,0,0,1,0,1,0,1.0,33,33.0,,1,Trading & Exchanges,2018-01-12,5.0,tradetoken,tio,5000000.0,135000000.0,0.0
TraDove (BBC),TraDove B2BCoin,BBC,1,0.0,52000000.0,USD,1,Cryptocurrency,,,1000000000.0,ERC-20,1,0.1230769230769231,0.16,0.16,0,1,,0.0923076923076923,0.12,1,20.0,1,1,8,1,1,,0.0,0,1,0,0.5,,,0.0,1,0,,,0.5274305555555555,,No,No,0,25.0,1,1,high,joint-stock corporation,United States," TraDove, Inc., 1000 Elwell Court,  Palo Alto, CA 94303,  USA",0,0,0,0,0,1,1,0,1,1,1,Social Networks,0xe7d3e4413e29ae35b0893140f4500965c74365e5,2018-02-01,2018-02-28,2018-02-28,30.799999237060547,21.200000762939453,52.0,52.0,0.1256076842546463,42.30769348144531,1,0,USD,USD,100.0,100.0,,0.10615384578704834,,0.14153845608234406,23.076923370361328,1,0,0,,1,0.0,1,1,1,0,0,1,1,0,0,0,0,1,0,,,0,0,0,1,0,1,1,0,1,0,1.0,28,28.0,0.527430534362793,0,Social Networks,2018-04-30,61.0,tradovebbc,bbc,0.0,52000000.0,0.0
TrueFlip,TrueFlip,TFL,1,0.0,16364652.500000002,BTC,1,Security,,5197267.3,8924667.57,ERC-20,0,1.0276076923077335,1.33589,1.214445454545576,0,1,1050000.0,,,0,34.0,1,1,0,1,1,,1.0,1,1,0,0.3,0.6499999999999999,0.05,0.0,1,0,,,0.4,,No,Pantera Capital,1,7.0,0,1,neutral,limited liability partnership,Costa Rica,unknown,1,0,1,0,0,1,1,1,0,0,0,Gambling & Betting,0xa7f976c360ebbed4465c2855684d1aae5271efa9,2017-06-28,2017-07-27,2017-07-27,0.49427932500839233,4.858762264251709,5.353042125701904,5.353042125701904,0.03697694092988968,,1,0,BTC,BTC,32.711002349853516,30.61530113220215,,,0.9348686933517456,0.9348686933517456,23.076923370361328,0,0,0,35.8583869934082,1,0.0,1,1,0,0,0,1,1,1,0,1,0,0,1,0.5823485851287842,8.343391418457031,0,1,0,0,0,0,0,0,0,1,1.0,30,30.0,0.4000000059604645,1,Gambling & Betting,2017-08-23,27.0,trueflip,tfl,0.0,16364652.500000002,1.0
Unikoin Gold,Unikoin Gold,UKG,1,15000000.0,111589423.07010499,ETH,0,Utility-token,,97616023.0,1000000000.0,ERC-20,0,0.34116628172995,0.34116628172995,0.34116628172995,1,1,80000000.0,,,1,11.0,1,1,3,1,0,,1.0,0,0,0,0.8,0.12,0.08,0.0,0,1,0.0,0.0,,,Draper Dragon; Rubicon Venture Capital; Advancit Capital; Indicator Ventures,Blockchain Capital; Alphabit; Pantera Capital,0,18.0,1,1,high,joint-stock corporation,Bermuda,"Clarendon House, 2 Church Street, Hamilton",0,0,0,0,0,1,0,1,0,0,0,Gambling & Betting,0x24692791bc444c5cd0b81e3cbcaba4b04acd1f3b,2017-09-22,2017-10-22,2017-10-22,15.0,33.30329513549805,48.30329513549805,48.30329513549805,0.5037363767623901,,1,0,ETH,ETH,43.286624908447266,34.4792366027832,,,0.34116628766059875,0.34116628766059875,0.0,0,0,0,20.287120819091797,0,0.0,1,1,1,1,0,1,1,1,1,1,0,1,1,0.09761602431535721,341.166259765625,1,0,1,0,0,0,0,0,1,0,1.0,31,31.0,,1,Gambling & Betting,2017-11-06,15.0,unikoingold,ukg,15000000.0,111589423.07010499,0.0
Universa,Universa,UTNP,1,0.0,99000000.0,USD,0,New Blockchain,,,4997891952.0,ERC-20,0,0.01,0.01,0.01,0,1,,0.0083333333333333,0.0083333333333333,1,18.0,1,1,3,0,0,,1.0,1,1,0,0.34,,,0.0,1,0,,,,,No,No,0,20.0,1,1,low,unknown,Lithuania,unknown,0,0,0,0,0,1,0,0,0,0,0,Blockchain Infrastructure,0x9e3319636e2126e3c0bc9e3134aec5e1508a46c7,2017-10-26,2017-12-08,2017-12-08,,,,,1.0317869186401367,16.66666603088379,1,0,USD,USD,,,0.008333333767950535,0.008333333767950535,0.009999999776482582,0.009999999776482582,0.0,0,0,0,,0,0.0,1,0,0,0,0,1,1,0,0,0,1,0,1,,,0,0,0,0,1,1,1,0,0,0,,44,44.0,,0,Blockchain Infrastructure,2018-02-15,69.0,universa,utnp,0.0,99000000.0,0.0
Uptoken,UpToken,UP,1,10000000.0,35000000.0,USD,1,Cryptocurrency,,136471746.0,10000000000.0,ERC-20,0,0.07,0.9,,0,0,,,,1,13.0,1,1,3,1,0,,0.0,0,1,0,0.2,0.8,0.0,0.0,1,0,,,,,No,No,0,4.0,0,1,high,joint-stock corporation,Cayman Islands,unknown,0,0,1,0,0,0,0,0,0,0,0,Payments,0x6ba460ab75cd2c56343b3517ffeba60748654d26,2017-10-16,2017-12-15,2017-12-15,0.0,18.934019088745117,18.934019088745117,18.934019088745117,1.1290087699890137,,1,1,USD,USD,54.097198486328125,54.097198486328125,,,0.1387394815683365,0.1387394815683365,92.22222137451172,0,0,0,84.58450317382812,0,,1,1,0,1,0,1,1,0,0,0,0,1,1,0.013647174462676048,1387.394775390625,0,0,0,1,0,1,1,0,1,0,1.0,61,61.0,,1,Payments,2018-03-21,96.0,uptoken,up,10000000.0,35000000.0,0.0
Uquid Coin,Uquid Coin,UQC,1,0.0,40000000.0,USD,0,unknown,,,40000000.0,ERC-20,0,1.4166346153846132,1.775060240963865,1.775060240963865,0,0,,,,0,,1,1,4,1,0,,1.0,0,1,0,,,,,0,1,,0.0,,,No,No,0,9.0,0,0,neutral,foundation,United Kingdom,"Office 15 Steeple House, Percy Street, Coventry, England, CV1 3BY ",0,0,0,0,0,0,0,0,0,0,0,Payments,0xd01db73e047855efb414e6202098c4be4cd2423b,2017-10-02,2017-11-07,2017-11-07,0.0,17.799999237060547,17.799999237060547,17.799999237060547,0.48260554671287537,,1,0,USD,USD,44.5,44.5,,,,1.595847487449646,20.19230842590332,0,0,0,,0,,1,1,1,0,0,1,1,0,0,0,0,0,1,,,0,0,0,0,0,0,0,1,0,0,0.0,37,37.0,,1,Payments,2017-12-13,36.0,uquidcoin,uqc,0.0,40000000.0,0.0
UTRUST,UTRUST,UTK,1,10000000.0,21375000.0,USD,1,Cryptocurrency,,325000000.0,500000000.0,ERC-20,0,0.03,0.065,0.065,0,1,100000000.0,0.02,0.02,1,38.0,0,0,1,0,0,,1.0,0,1,0,0.15,0.65,0.2,0.0,1,0,,,2.0,,No,No,0,15.0,0,0,high,joint-stock corporation,Switzerland,unknown,0,0,0,0,0,1,1,0,0,0,0,Payments,0x70a72833d6bf7f508c8224ce59ea1ef3d0ea3a38,2017-11-02,2017-11-20,2017-11-20,2.0,19.375,21.375,21.375,0.1471501737833023,69.23076629638672,1,1,USD,USD,100.0,100.0,0.019999999552965164,0.019999999552965164,0.05961538478732109,0.05961538478732109,53.846153259277344,0,0,0,22.62443733215332,1,0.0,1,1,0,0,1,1,1,0,0,0,0,1,1,0.6499999761581421,29.807693481445312,0,0,0,1,0,1,1,0,1,0,1.0,19,19.0,2.0,1,Payments,2017-12-29,39.0,utrust,utk,10000000.0,21375000.0,0.0
